Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
05/04/2022,NISS,LL,,SIL,62910G7,TX,701 N. Sacramento,(773) 265-7605,7030439
04/09/2022,CHEV,LL,,RED,DE17993,IL,10300 S. Doty,(773) 568-8495,499138
03/28/2022,NISS,LL,,MAR,CN91082,IL,400 E. Lower Wacker,(312) 744-7550,0255272
03/09/2022,HYUN,4D,,WHI,AT32243,IL,10300 S. Doty,(773) 568-8495,2929568
02/25/2022,FORD,PK,,RED,675AA116,IL,10300 S. Doty,(773) 568-8495,2928917
03/09/2022,SAA,4D,,BLU,CW73903,IL,10300 S. Doty,(773) 568-8495,2929554
04/07/2022,CHRY,4D,,GRY,WH1101A,WI,701 N. Sacramento,(773) 265-7605,7028828
03/16/2022,NISS,LL,,RED,EKX353,MN,10300 S. Doty,(773) 568-8495,2930011
04/09/2022,CHEV,4D,,RED,P068711,IN,10300 S. Doty,(773) 568-8495,2931197
04/17/2022,GMC,PK,,WHI,AD20347,AZ,701 N. Sacramento,(773) 265-7605,7029510
03/30/2022,HYUN,LL,,MAR,BV98290,IL,701 N. Sacramento,(773) 265-7605,7028407
03/01/2022,FORD,4D,,GRN,CW81662,IL,701 N. Sacramento,(773) 265-7605,7025694
04/05/2022,SAA,4D,,GRY,AN56917,IL,10300 S. Doty,(773) 568-8495,2930958
04/16/2022,HYUN,4T,,BLK,CJ50075,IL,701 N. Sacramento,(773) 265-7605,7029356
04/12/2022,NISS,4D,,WHI,DD97762,IL,400 E. Lower Wacker,(312) 744-7550,0256131
04/27/2022,DODG,VN,,WHI,CW96678,IL,701 N. Sacramento,(773) 265-7605,7029972
04/09/2022,TOYT,4D,,SIL,DH52409,IL,10300 S. Doty,(773) 568-8495,2931198
04/12/2022,MAZD,LL,,WHI,CR31668,IL,400 E. Lower Wacker,(312) 744-7550,0256132
05/04/2022,CHEV,2D,,BLU,,,10300 S. Doty,(773) 568-8495,2932120
04/27/2022,DODG,LL,TK,MAR,CV39773,IL,701 N. Sacramento,(773) 265-7605,7029971
05/04/2022,NISS,LL,,SIL,Z774299,IL,701 N. Sacramento,(773) 265-7605,7030440
04/09/2022,NISS,4D,,BLK,CT13003,IL,10300 S. Doty,(773) 568-8495,2931196
03/21/2022,DODG,4T,,BLK,Q773123,IL,701 N. Sacramento,(773) 265-7605,7027558
03/10/2022,FORD,LL,,TAN,CF30840,IL,701 N. Sacramento,(773) 265-7605,7026498
02/11/2022,CHEV,LL,TK,WHI,DC63310,IL,701 N. Sacramento,(773) 265-7605,7024015
03/30/2022,MERC,4D,,BLK,DL548,IL,701 N. Sacramento,(773) 265-7605,7028409
05/04/2022,BUIC,4D,,SIL,DB57712,IL,701 N. Sacramento,(773) 265-7605,7030438
04/17/2022,CHEV,LL,,WHI,DC36793,IL,10300 S. Doty,(773) 568-8495,2931472
04/27/2022,CHEV,4D,,GRY,CY35134,IL,701 N. Sacramento,(773) 265-7605,7029973
04/22/2022,CHEV,4D,,GRY,DL5343,IL,10300 S. Doty,(773) 568-8495,2931687
04/20/2022,,MS,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1543555
04/05/2022,VOLK,4D,,WHI,BV12827,IL,701 N. Sacramento,(773) 265-1846,1543495
02/07/2022,MAZD,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2927940
04/27/2022,CHEV,PK,,BLK,41178D3,IL,10300 S. Doty,(773) 568-8495,2931852
04/02/2022,CHEV,4D,,WHI,CV58152,IL,701 N. Sacramento,(773) 265-7605,7028547
05/04/2022,CHEV,PK,,RED,95566FF,IL,701 N. Sacramento,(773) 265-1846,1543626
02/19/2022,CHRY,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2928563
05/04/2022,DODG,LL,,GRY,CJ61763,IL,10300 S. Doty,(773) 568-8495,2932122
04/13/2022,NISS,4D,,SIL,CD50601,IL,10300 S. Doty,(773) 568-8495,2931354
02/18/2022,CHEV,4D,,GRY,DD45261,IL,10300 S. Doty,(773) 568-8495,2928564
04/17/2022,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2931471
04/30/2022,OLDS,LL,BVD,RED,3041A65,IL,10300 S. Doty,(773) 568-8495,2931950
04/30/2022,DODG,LL,,BLU,W468AE,MI,701 N. Sacramento,(773) 265-7605,7030237
04/30/2022,JEEP,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7030238
04/22/2022,FORD,4D,,WHI,CR57359,IL,10300 S. Doty,(773) 568-8495,2931694
04/14/2022,ACUR,LL,,GRY,CB14114,IL,701 N. Sacramento,(773) 265-7605,7029231
03/19/2022,MERC,4T,,BLK,CH40775,IL,701 N. Sacramento,(773) 265-7605,7027349
04/01/2022,CHEV,4D,,GRN,CQ38857,IL,701 N. Sacramento,(773) 265-7605,499006
04/07/2022,CHEV,4D,,BLK,CQ22367,IL,10300 S. Doty,(773) 568-8495,2931058
04/07/2022,NISS,4D,,BLK,TKE981,IN,10300 S. Doty,(773) 568-8495,2931057
02/27/2022,JEEP,LL,,BLK,V294090,IL,400 E. Lower Wacker,(312) 744-7550,0253527
05/02/2022,DODG,LL,,BLU,CS53187,IL,701 N. Sacramento,(773) 265-7605,7030379
04/22/2022,NISS,4T,,GRY,BB25399,IL,10300 S. Doty,(773) 568-8495,2931690
04/27/2022,NISS,4D,,BLK,CD61741,IL,701 N. Sacramento,(773) 265-7605,7029970
04/27/2022,FORD,4D,,WHI,158AA807,IL,10300 S. Doty,(773) 568-8495,2931853
03/30/2022,NISS,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2930762
04/07/2022,CADI,LL,,WHI,CU35350,IL,10300 S. Doty,(773) 568-8495,2931060
04/20/2022,BUIC,4D,,BLK,DE62703,IL,701 N. Sacramento,(773) 265-7605,7029627
03/12/2022,NISS,LL,,GLD,DD47151,IL,400 E. Lower Wacker,(312) 744-7550,0254278
02/06/2022,TOYT,4T,,BLK,PDDZ12,FL,701 N. Sacramento,(773) 265-7605,7023627
02/13/2022,CHEV,4D,,BLK,34418F5,TX,10300 S. Doty,(773) 568-8495,2928361
04/02/2022,,MC,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7028543
04/20/2022,SCHW,MS,,SIL,DT8489,IL,701 N. Sacramento,(773) 265-1846,1543556
03/26/2022,MERZ,4D,,BLK,DD72787,IL,701 N. Sacramento,(773) 265-7605,7027945
05/04/2022,HYUN,4D,,BLK,CN57132,IL,701 N. Sacramento,(773) 265-1846,1543628
05/04/2022,MERZ,LL,,BLK,577AA592,IL,701 N. Sacramento,(773) 265-1846,1543629
02/07/2022,,TR,,WHI,,IL,10300 S. Doty,(773) 568-8495,2927939
02/28/2022,TOYT,VN,SNA,GRY,CT70554,IL,10300 S. Doty,(773) 568-8495,2929150
02/08/2022,MITS,4D,,GRY,CN43825,IL,10300 S. Doty,(773) 568-8495,2927941
05/02/2022,CADI,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2931994
04/07/2022,DODG,4D,,BLU,CH35439,IL,10300 S. Doty,(773) 568-8495,2931065
03/15/2022,NISS,LL,,BLU,E199279,IL,10300 S. Doty,(773) 568-8495,2929980
03/15/2022,MERZ,4D,,SIL,CY79158,IL,10300 S. Doty,(773) 568-8495,2929955
05/04/2022,HYUN,4D,,BLK,CH23584,IL,701 N. Sacramento,(773) 265-1846,1543627
03/15/2022,LEXS,4D,,BLK,E494198,IL,10300 S. Doty,(773) 568-8495,2929954
04/16/2022,JEEP,LL,,BLK,RE6FOG,MO,701 N. Sacramento,(773) 265-7605,7029372
02/17/2022,JEEP,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7024565
05/02/2022,SATU,LL,,BLU,792180,IL,701 N. Sacramento,(773) 265-1846,1543610
03/29/2022,HYUN,2D,,GRY,CM97047,IL,10300 S. Doty,(773) 568-8495,2930724
02/09/2022,CADI,4D,,BLK,BF40219,IL,10300 S. Doty,(773) 568-8495,2928053
02/09/2022,TOYT,LL,,BLK,BY85846,IL,10300 S. Doty,(773) 568-8495,2928054
03/24/2022,FORD,4D,,GRY,CG84632,IL,10300 S. Doty,(773) 568-8495,2930381
04/07/2022,VOLK,2D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1723043
03/08/2022,CHEV,4D,,SIL,AC47265,IL,10300 S. Doty,(773) 568-8495,2929504
03/29/2022,CHEV,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7028326
02/09/2022,HOND,4D,,BLK,CN29869,IL,10300 S. Doty,(773) 568-8495,2928055
03/29/2022,TOYT,4D,,GRY,CQ50495,IL,10300 S. Doty,(773) 568-8495,2930725
02/09/2022,VOLK,4D,,GRY,DC22180,IL,400 E. Lower Wacker,(312) 744-7550,0252569
05/04/2022,HOND,LL,,BLK,A738530,IL,400 E. Lower Wacker,(312) 744-7550,0257413
03/27/2022,HYUN,SW,,SIL,DG55385,IL,701 N. Sacramento,(773) 265-7605,498963
04/09/2022,LNDR,LL,,GRN,L192183,IN,701 N. Sacramento,(773) 265-7605,7028983
02/28/2022,NISS,4D,,SIL,886AA599,IL,10300 S. Doty,(773) 568-8495,2929153
04/08/2022,TOYT,4D,,BGE,CY57168,IL,701 N. Sacramento,(773) 265-7605,7028856
04/16/2022,BUIC,4T,,GRY,CL48602,IL,701 N. Sacramento,(773) 265-7605,7029370
03/08/2022,DODG,4D,,GRN,3100968,IL,701 N. Sacramento,(773) 265-7605,7026350
02/25/2022,FORD,4D,,SIL,GJK4856,IL,10300 S. Doty,(773) 785-9752,1722928
03/03/2022,CHEV,4D,,BLK,BU21560,IL,701 N. Sacramento,(773) 265-7605,7025838
04/16/2022,FORD,4T,,WHI,CU75830,IL,701 N. Sacramento,(773) 265-7605,7029371
02/25/2022,CHEV,4D,,BLK,BE76449,IL,10300 S. Doty,(773) 568-8495,2928925
04/16/2022,NISS,4T,,GRY,BZ31451,IL,701 N. Sacramento,(773) 265-7605,7029368
03/03/2022,BMW,4D,,SIL,CA32041,IL,701 N. Sacramento,(773) 265-7605,7025840
04/05/2022,DODG,LL,DUR,GRY,CQ80360,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416331
04/16/2022,KIA,4T,,BLU,DG28497,IL,701 N. Sacramento,(773) 265-7605,7029373
05/04/2022,HYUN,4D,,TAN,AD44908,IL,10300 S. Doty,(773) 568-8495,2932123
04/27/2022,DODG,4D,,GRY,CA80408,IL,701 N. Sacramento,(773) 265-7605,7029977
03/15/2022,BUIC,4T,,BLK,CF86334,IL,10300 S. Doty,(773) 568-8495,2929960
03/22/2022,FORD,4D,,GRY,CT15466,IL,10300 S. Doty,(773) 568-8495,2930280
03/01/2022,FORD,2D,,WHI,2316145B,IL,701 N. Sacramento,(773) 265-7605,7025696
04/05/2022,RANG,LL,,WHI,CW91498,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,416330
04/20/2022,DODG,VN,,SIL,Q461940,IL,10300 S. Doty,(773) 785-9752,1723089
03/22/2022,DODG,LL,,GRY,CL89755,IL,701 N. Sacramento,(773) 265-7605,7027647
02/12/2022,GMC,4D,,SIL,AW60796,IL,400 E. Lower Wacker,(312) 744-7550,0252667
05/04/2022,NISS,4D,,SIL,DB62771,IL,701 N. Sacramento,(773) 265-7605,7030442
04/12/2022,MERC,SW,,SIL,CR42316,IL,701 N. Sacramento,(773) 265-1846,1543515
04/27/2022,MINI,2D,,RED,Q871699,IL,701 N. Sacramento,(773) 265-7605,7029978
02/28/2022,CADI,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2929156
03/01/2022,CHEV,LL,,SIL,BH58156,IL,701 N. Sacramento,(773) 265-7605,7025695
04/16/2022,KIA,LL,,GRY,CW55020,IL,701 N. Sacramento,(773) 265-7605,7029374
04/17/2022,CHRY,VN,,WHI,E300576,IL,10300 S. Doty,(773) 568-8495,2931474
04/17/2022,BMW,LL,,GRY,CX94946,IL,10300 S. Doty,(773) 568-8495,2931473
02/27/2022,CHEV,4D,,WHI,CF86698,IL,400 E. Lower Wacker,(312) 744-7550,0253526
03/24/2022,HOND,4D,,BLK,AL45490,IL,701 N. Sacramento,(773) 265-7605,7027796
02/08/2022,KIA,4D,,GRY,BY58941,IL,701 N. Sacramento,(773) 265-7605,7023791
03/21/2022,DODG,LL,,WHI,Q129352,IL,701 N. Sacramento,(773) 265-7605,7027563
04/07/2022,SAA,4D,,GRY,CE93458,IL,10300 S. Doty,(773) 568-8495,2931061
03/09/2022,HOND,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2929551
04/27/2022,NISS,4D,,WHI,BU48788,IL,701 N. Sacramento,(773) 265-7605,7029979
03/14/2022,FORD,LL,,SIL,AN50071,IL,400 E. Lower Wacker,(312) 744-7550,0254358
03/25/2022,FORD,4D,,BLK,CS54162,IL,400 E. Lower Wacker,(312) 744-7550,0255103
04/17/2022,PONT,LL,,GRY,CX85591,IL,10300 S. Doty,(773) 568-8495,2931475
04/07/2022,TOYT,4D,,GRY,S754624,IL,400 E. Lower Wacker,(312) 744-7550,0255857
03/17/2022,FORD,PK,,WHI,2638583B,IL,701 N. Sacramento,(773) 265-7605,7027173
04/29/2022,HOND,4D,,BLK,CS50814,IL,701 N. Sacramento,(773) 265-7605,7030086
02/13/2022,ACUR,2D,,GLD,,,10300 S. Doty,(773) 568-8495,2928363
04/17/2022,NISS,4D,,WHI,BZ23179,IL,701 N. Sacramento,(773) 265-7605,7029512
02/06/2022,BUIC,4D,,BLU,CQ31852,IL,701 N. Sacramento,(773) 265-7605,7023615
03/01/2022,CADI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2929191
03/09/2022,LAND,LL,,BLK,CK37189,IL,10300 S. Doty,(773) 568-8495,2929565
03/14/2022,CHEV,4D,,GRY,Z212315,IL,400 E. Lower Wacker,(312) 744-7550,0254362
04/27/2022,HOND,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2931856
05/01/2022,NISS,4D,,BLK,DB85300,IL,701 N. Sacramento,(773) 265-7605,7030318
04/17/2022,CHEV,4D,,SIL,DC39768,IL,10300 S. Doty,(773) 568-8495,2931478
04/27/2022,HOND,4D,,GRY,CX81779,IL,701 N. Sacramento,(773) 265-7605,7029980
04/27/2022,GMC,LL,TK,WHI,926AA906,IL,701 N. Sacramento,(773) 265-7605,7029976
04/27/2022,LEXS,4D,,GRY,KKR6555,NY,701 N. Sacramento,(773) 265-7605,7029984
03/01/2022,VOLK,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7025701
04/27/2022,HYUN,4D,,WHI,169749T,TN,701 N. Sacramento,(773) 265-7605,7029986
04/12/2022,SUBA,LL,,GRN,CL81462,IL,400 E. Lower Wacker,(312) 744-7550,0256141
04/27/2022,NISS,4D,,GRY,BB97258,IL,701 N. Sacramento,(773) 265-7605,7029982
03/01/2022,MERC,LL,,GRY,CD30481,IL,10300 S. Doty,(773) 568-8495,2929193
05/04/2022,HOND,LL,,WHI,AC36967,IL,400 E. Lower Wacker,(312) 744-7550,0257414
05/04/2022,GMC,LL,TK,BLK,,,701 N. Sacramento,(773) 265-7605,7030437
03/17/2022,INFI,4D,,BLU,N726883,IL,10300 S. Doty,(773) 568-8495,2930071
03/17/2022,HOND,LL,CRV,LBL,DC87266,IL,701 N. Sacramento,(773) 265-7605,7027176
05/04/2022,BUIC,LL,,WHI,CF43226,IL,701 N. Sacramento,(773) 265-7605,7030441
05/04/2022,HYUN,LL,,BLK,CB78828,IL,10300 S. Doty,(773) 568-8495,2932125
03/21/2022,BUIC,4T,,BLK,BR83969,IL,10300 S. Doty,(773) 568-8495,2930212
02/21/2022,CHEV,4D,,BLK,454RTA,IN,10300 S. Doty,(773) 568-8495,2928676
04/17/2022,CHEV,LL,,BLK,E949507,IL,10300 S. Doty,(773) 568-8495,2931477
04/07/2022,CHEV,LL,,GRY,CD27969,IL,10300 S. Doty,(773) 568-8495,2931062
03/26/2022,PONT,4D,,GRN,L134908,IN,701 N. Sacramento,(773) 265-7605,7028018
03/06/2022,CHEV,4D,,BLK,CD16820,IL,701 N. Sacramento,(773) 265-7605,7026269
05/04/2022,NISS,4D,ALT,BLK,DH93024,IL,701 N. Sacramento,(773) 265-7605,7030443
03/15/2022,HOND,4D,,GRY,DG20982,IL,701 N. Sacramento,(773) 265-7605,7026931
04/27/2022,VOLV,LL,,YEL,P1116011,IL,701 N. Sacramento,(773) 265-7605,7029987
04/27/2022,LINC,4D,,BGE,CR43219,IL,10300 S. Doty,(773) 568-8495,2931863
03/24/2022,HYUN,4D,,RED,CA76953,IL,10300 S. Doty,(773) 568-8495,2930382
05/01/2022,CHEV,LL,,SIL,781AA563,IL,701 N. Sacramento,(773) 265-7605,7030327
02/03/2022,NISS,LL,TK,GRY,HUE259,IA,10300 S. Doty,(773) 568-8495,2927747
04/27/2022,KIA,LL,,MAR,V470117,IL,701 N. Sacramento,(773) 265-7605,7029985
03/12/2022,NISS,4T,,BLK,ADH8687,IL,701 N. Sacramento,(773) 265-7605,7026585
04/16/2022,NISS,4T,,GRY,CR77755,IL,701 N. Sacramento,(773) 265-7605,7029383
04/14/2022,TOYT,4T,,MAR,G357519,IL,701 N. Sacramento,(773) 265-7605,7029235
03/13/2022,MERC,LL,,MAR,,IL,10300 S. Doty,(773) 568-8495,2929905
02/25/2022,OTTE,HH,,RED,,IL,10300 S. Doty,(773) 785-9752,1722932
04/30/2022,CHRY,LL,,TAN,CJ84267,IL,701 N. Sacramento,(773) 265-7605,7030241
03/24/2022,NISS,4D,,BLK,6419948,IL,701 N. Sacramento,(773) 265-7605,7027797
04/16/2022,FORD,4T,,BLK,ZZ73384,IL,701 N. Sacramento,(773) 265-7605,7029379
04/30/2022,VOLK,4D,,GRY,CS87773,IL,701 N. Sacramento,(773) 265-7605,7030240
05/04/2022,FORD,4D,,BLU,CQ53412,IL,701 N. Sacramento,(773) 265-7605,7030444
04/09/2022,MITS,LL,,DBL,DF75159,IL,701 N. Sacramento,(773) 265-7605,7028986
04/10/2022,DODG,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2931219
05/04/2022,JEEP,LL,,GRY,CH91968,IL,10300 S. Doty,(773) 568-8495,2932124
04/03/2022,HYUN,4D,,SIL,BU45651,IL,701 N. Sacramento,(773) 265-7605,7028653
03/22/2022,CHEV,LL,,SIL,DF57574,IL,701 N. Sacramento,(773) 265-7605,7027646
04/07/2022,CHRY,4D,,BLK,AD20214,IL,10300 S. Doty,(773) 568-8495,2931067
02/17/2022,SCIO,2D,,GRY,BG83656,IL,701 N. Sacramento,(773) 265-7605,7024555
03/03/2022,HOND,LL,,BLK,CS32940,IL,701 N. Sacramento,(773) 265-7605,7025847
03/06/2022,FORD,4D,,BLK,CC91984,IL,701 N. Sacramento,(773) 265-7605,7026190
02/10/2022,FORD,4D,,WHI,72537S5,TX,701 N. Sacramento,(773) 265-7605,7023904
03/24/2022,HOND,VN,,SIL,DE83813,IL,10300 S. Doty,(773) 568-8495,2930379
04/07/2022,TOYT,4D,,GRY,BZ93414,IL,10300 S. Doty,(773) 568-8495,2931066
02/10/2022,CHEV,4D,,BLK,CX56948,IL,10300 S. Doty,(773) 568-8495,2928063
02/17/2022,CHEV,4D,,SIL,916AA003,IL,701 N. Sacramento,(773) 265-7605,7024553
02/10/2022,PLYM,VN,,LBL,BU77138,IL,701 N. Sacramento,(773) 265-7605,7023902
03/03/2022,CHEV,4D,,GRY,BL25722,IL,400 E. Lower Wacker,(312) 744-7550,0253770
04/16/2022,CHEV,4T,,RED,BDQ335,IN,701 N. Sacramento,(773) 265-7605,7029375
03/10/2022,PORS,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2929666
02/25/2022,KIA,4D,,BLK,CX91464,IL,10300 S. Doty,(773) 785-9752,1722930
03/15/2022,CHRY,4D,,BLK,CW79158,IL,10300 S. Doty,(773) 568-8495,498758
04/03/2022,KIA,4D,,SIL,CS16696,IL,10300 S. Doty,(773) 568-8495,2930871
02/25/2022,OTTE,,,RED,7075GU,IL,10300 S. Doty,(773) 785-9752,1722931
04/07/2022,PONT,4D,,BLK,CG33642,IL,10300 S. Doty,(773) 568-8495,2931064
04/05/2022,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2930961
03/29/2022,CHEV,4D,,SIL,CZ13975,IL,10300 S. Doty,(773) 568-8495,2930729
04/16/2022,TOYT,4T,,WHI,BPFE82,FL,701 N. Sacramento,(773) 265-7605,7029386
04/16/2022,FORD,4T,,RED,AL54817,IL,701 N. Sacramento,(773) 265-7605,7029382
02/13/2022,CHRY,4D,,GRY,R959026,IL,701 N. Sacramento,(773) 265-7605,7024253
04/16/2022,TOYT,4T,,GRY,CX49839,IL,701 N. Sacramento,(773) 265-7605,7029380
04/16/2022,HOND,4T,,GRY,CZ82616,IL,701 N. Sacramento,(773) 265-7605,7029376
04/16/2022,SATU,LL,,BLK,BA80385,IL,701 N. Sacramento,(773) 265-7605,7029387
05/04/2022,SUBA,LL,,GRY,4839494,NH,400 E. Lower Wacker,(312) 744-7550,0257416
04/16/2022,HOND,4T,,GRY,BZ30622,IL,701 N. Sacramento,(773) 265-7605,7029378
04/09/2022,NISS,LL,TK,BLU,CQ38248,IL,10300 S. Doty,(773) 568-8495,2931202
04/16/2022,CHRY,4T,,GRY,DK40454,IL,701 N. Sacramento,(773) 265-7605,7029377
04/16/2022,BUIC,4T,,MAR,AV27639,IL,701 N. Sacramento,(773) 265-7605,7029384
04/30/2022,NISS,4D,,SIL,CY30067,IL,701 N. Sacramento,(773) 265-7605,7030243
04/05/2022,CHEV,2D,,WHI,BZ18004,IL,701 N. Sacramento,(773) 265-7605,7028759
02/08/2022,INFI,4D,,SIL,L663190,IN,701 N. Sacramento,(773) 265-7605,7023796
04/30/2022,CHEV,4D,,GLD,CF72857,IL,701 N. Sacramento,(773) 265-7605,7030244
04/16/2022,HOND,4T,,GRY,CN25970,IL,701 N. Sacramento,(773) 265-7605,7029381
04/29/2022,HOND,LL,,GRY,,IL,10300 S. Doty,(773) 785-9752,1723123
04/16/2022,TOYT,2T,,BLK,257644D,TX,701 N. Sacramento,(773) 265-7605,7029385
02/13/2022,MERC,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,7024283
04/14/2022,FORD,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7029230
04/12/2022,NISS,4D,,BLU,P343019,IN,10300 S. Doty,(773) 785-9752,1723055
04/05/2022,GMC,LL,,MAR,CH11905,IL,701 N. Sacramento,(773) 265-7605,7028758
04/14/2022,HOND,4D,,BLU,CK57206,IL,701 N. Sacramento,(773) 265-7605,7029228
02/19/2022,CHEV,4D,,BLU,678AA489,IL,701 N. Sacramento,(773) 265-7605,7024721
03/02/2022,CHEV,4D,,BLK,CC58298,IL,400 E. Lower Wacker,(312) 744-7550,7025788
04/30/2022,NISS,4D,,BLK,BY74519,IL,701 N. Sacramento,(773) 265-7605,7030247
04/30/2022,BUIC,4D,,GRY,DA18757,IL,701 N. Sacramento,(773) 265-7605,7030246
05/02/2022,INFI,4D,,GRY,AK50806,IL,701 N. Sacramento,(773) 265-7605,7030380
05/04/2022,DODG,LL,,GRY,949EBX,IN,10300 S. Doty,(773) 568-8495,2932126
04/30/2022,JAGU,4D,,SIL,CG40826,IL,701 N. Sacramento,(773) 265-7605,7030242
03/14/2022,NISS,4D,,GRY,CY94705,IL,701 N. Sacramento,(773) 265-7605,7026853
05/02/2022,CHEV,PK,,,,IL,701 N. Sacramento,(773) 265-7605,7030382
05/04/2022,MAZD,LL,,BLU,906AA270,IL,10300 S. Doty,(773) 568-8495,2932127
03/18/2022,JEEP,SA,,MAR,CZ29795,IL,10300 S. Doty,(773) 568-8495,2930075
04/05/2022,CHEV,4D,,BLK,CC97271,IL,701 N. Sacramento,(773) 265-7605,7028760
03/02/2022,BMW,4D,,BLK,CG6VT,MO,701 N. Sacramento,(773) 265-7605,7025704
04/20/2022,CHRY,LL,,SIL,BR64154,IL,10300 S. Doty,(773) 568-8495,2931611
02/10/2022,FORD,LL,,BLK,ADF1536,WI,701 N. Sacramento,(773) 265-7605,7023915
05/04/2022,CHEV,4D,,SIL,DHQ247,MI,400 E. Lower Wacker,(312) 744-7550,0257415
03/02/2022,HOND,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7025703
05/02/2022,GMC,,,ONG,,IL,10300 S. Doty,(773) 785-9752,1723125
02/17/2022,JEEP,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7024585
04/17/2022,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2931484
03/19/2022,FORD,LL,,BLK,ENF8733,MI,400 E. Lower Wacker,(312) 744-7550,0254719
02/12/2022,MAZD,LL,,WHI,CX78582,IL,400 E. Lower Wacker,(312) 744-7550,0252679
05/04/2022,CHEV,LL,,BLK,DK43619,IL,10300 S. Doty,(773) 568-8495,2932128
04/17/2022,JEEP,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7029515
05/04/2022,,MC,,ONG,,,701 N. Sacramento,(773) 265-7605,7030446
04/17/2022,CHEV,PK,,GRN,895AA087,IL,10300 S. Doty,(773) 568-8495,2931486
03/09/2022,JEEP,LL,,WHI,CHAYABD,IL,10300 S. Doty,(773) 568-8495,2929569
03/10/2022,SATR,LL,,GRY,CQ60093,IL,701 N. Sacramento,(773) 265-7605,7026503
04/20/2022,JEEP,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2931612
04/20/2022,TOYT,4D,,TAN,CQ39251,IL,701 N. Sacramento,(773) 265-7605,7029638
05/02/2022,VOLK,4D,,WHI,Q657377,IL,701 N. Sacramento,(773) 265-7605,7030383
05/04/2022,CHEV,4D,,GLD,DC34319,IL,10300 S. Doty,(773) 568-8495,2932129
02/15/2022,CHEV,LL,,BGE,CD26251,IL,701 N. Sacramento,(773) 265-7605,7024364
04/20/2022,DODG,4D,,BLK,CT70155,IL,10300 S. Doty,(773) 568-8495,2931617
05/04/2022,BMW,LL,,BLU,,,701 N. Sacramento,(773) 265-7605,7030445
03/10/2022,CHEV,LL,,RED,AKF5390,WI,10300 S. Doty,(773) 568-8495,2929662
03/22/2022,CHEV,LL,,WHI,AX48468,IL,701 N. Sacramento,(773) 265-7605,7027650
04/16/2022,FORD,4T,,SIL,CL16839,IL,701 N. Sacramento,(773) 265-7605,7029391
04/02/2022,CHEV,PK,,GRN,,IL,701 N. Sacramento,(773) 265-7605,7028578
04/05/2022,HYUN,LL,,BLU,CU89482,IL,701 N. Sacramento,(773) 265-7605,7028764
02/17/2022,TOYT,VN,,TAN,CU61371,IL,701 N. Sacramento,(773) 265-7605,7024587
04/17/2022,CHEV,4D,,BLK,CG55726,IL,10300 S. Doty,(773) 568-8495,2931488
04/27/2022,CADI,4D,,SIL,Q669762,IL,10300 S. Doty,(773) 568-8495,2931864
03/02/2022,TOYT,4T,,GRY,QDQV13,IL,701 N. Sacramento,(773) 265-7605,7025714
03/06/2022,INFI,LL,,GRY,DE45096,IL,10300 S. Doty,(773) 568-8495,2929428
04/16/2022,DODG,4D,,BLU,F142881,IL,701 N. Sacramento,(773) 265-7605,7029392
03/30/2022,INFI,4T,,BLK,BV31955,IL,701 N. Sacramento,(773) 265-7605,7028328
04/30/2022,FORD,LL,,BLK,EJR2355,IL,701 N. Sacramento,(773) 265-7605,7030249
04/09/2022,HOND,4D,,WHI,CK56203,IL,10300 S. Doty,(773) 568-8495,2931208
04/09/2022,VOLK,4D,,WHI,DC34793,IL,10300 S. Doty,(773) 568-8495,2931207
04/07/2022,VOLK,4D,,SIL,CW95354,IL,10300 S. Doty,(773) 568-8495,2931069
03/30/2022,BUIC,4D,,BLU,CQ55131,IL,10300 S. Doty,(773) 568-8495,2930766
